"";"TIPO_REG";"ENCUESTA";"COD_VEREDA";"PRED_ETNICA";"S05_TENENCIA";"P_S6P71";"P_S6P65";"P_S6P66";"P_S7P84F";"P_S7P85B";"P_S12P150A";"P_S15P158B";"PRED_ETNICA_C";"S05_TENENCIA_C";"P_S6P71_C";"P_S6P65_c"
"354";"1";"83734770";"99524001";"7";"1";"6";"1";933,57859713;3;13;78202,028239;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"355";"1";"83734771";"99524001";"7";"1";"6";"1";4992149,3223;28;90;6718395,1257;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"356";"1";"83734772";"99524001";"7";"1";"6";"1";19261724,454;180;586;25082756,816;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"357";"1";"83734776";"99524001";"7";"1";"6";"1";6753907,6823;8;27;9637574,6923;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"358";"1";"83734778";"99524001";"7";"99";"12";"1";24639737,382;98;426;32488645,702;2;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"359";"1";"83734781";"99524001";"7";"1";"6";"1";6688908,9985;11;53;8445915,2075;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"360";"1";"83734784";"99524001";"7";"1";"6";"1";1458728,2056;3;13;2717547,6127;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"361";"1";"83734785";"99524001";"7";"1";"6";"1";1580223,7285;3;13;2508979,7904;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"362";"1";"83734786";"99524001";"7";"1";"6";"1";19648377,01;98;426;26078295,702;11;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"363";"1";"83734789";"99524001";"7";"1";"12";"1";6546665,6371;57;163;11519756,381;7;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"364";"1";"83734790";"99524001";"7";"1";"6";"1";48161892,561;417;1805;60891859,043;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"365";"1";"83734791";"99524001";"7";"99";"6";"1";5608947,0285;48;137;10405997,036;1;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"366";"1";"83734792";"99524001";"7";"99";"6";"1";6763074,1875;25;83;11949438,857;2;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"367";"1";"83734793";"99524001";"7";"99";"6";"1";7540168,7991;20;63;11859000,242;3;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"368";"1";"83734794";"99524001";"7";"99";"12";"1";6393774,8272;48;123;12246465,437;3;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"369";"1";"83734795";"99524001";"7";"99";"6";"1";6694973,0228;25;83;11904996,953;2;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"370";"1";"83734796";"99524003";"7";"1";"6";"1";71449767,303;383;1106;89677409,049;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"371";"1";"83734797";"99524003";"7";"1";"6";"1";20621420,511;221;478;26884688,361;7;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"372";"1";"83734798";"99524001";"7";"99";"6";"1";59541890,421;40;103;86715109,95;2;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"373";"1";"83734799";"99524001";"7";"8";"6";"1";33143535,733;54;157;57480206,496;2;"Ninguno de los anteriores";"Adjudicatario o comunero";"Sequía";"Si"
"374";"1";"83734800";"99524001";"7";"99";"6";"1";4942344,7651;42;110;10941212,029;1;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"375";"1";"83707691";"99524003";"7";"1";"6";"1";142651,63155;9;30;241023,49243;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"376";"1";"1729097";"99524003";"7";"1";"6";"1";36517974,07;414;1792;88889197,967;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"377";"1";"83563471";"99524001";"2";"1";"12";"1";26,022844363;11;53;13723,785309;5;"Asentamiento indígena";"Propia";"No fueron Afectados";"Si"
"378";"1";"83698458";"99524003";"2";"7";"12";"1";418,98764613;8;40;35663,953319;8;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"379";"1";"83698461";"99524003";"2";"7";"12";"1";7915,858966;8;27;101405,16638;11;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"380";"1";"83698751";"99524003";"2";"7";"6";"2";0;8;40;42885,12774;11;"Asentamiento indígena";"Propiedad colectiva";"Sequía";"No"
"381";"1";"83698778";"99524003";"2";"7";"12";"2";0;14;37;56091,480856;10;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"No"
"382";"1";"83698779";"99524003";"2";"7";"12";"2";0;6;20;16643,223775;10;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"No"
"383";"1";"83563453";"99524002";"2";"1";"9";"2";0;3;13;27043,063941;4;"Asentamiento indígena";"Propia";"Incendio";"No"
"384";"1";"83563484";"99524002";"2";"1";"12";"2";0;0;0;10511,046107;7;"Asentamiento indígena";"Propia";"No fueron Afectados";"No"
"385";"1";"83563486";"99524002";"2";"1";"12";"2";0;1;3;58826,375331;4;"Asentamiento indígena";"Propia";"No fueron Afectados";"No"
"386";"1";"83701684";"99524002";"7";"1";"12";"1";9242440,9386;23;37;11196731,99;5;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"387";"1";"83563518";"99524001";"7";"1";"12";"1";7278255,8039;295;956;22091368,54;8;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"388";"1";"83664841";"99524003";"7";"1";"6";"1";5811993,5383;3;5;10364787,635;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"389";"1";"83669235";"99524001";"7";"1";"6";"1";17832826,196;59;170;24135706,219;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"390";"1";"83690163";"99524002";"7";"1";"12";"1";37014,608383;8;23;572904,97589;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"391";"1";"83690168";"99524003";"7";"9";"12";"1";6180268,803;36;144;7693023,666;0;"Ninguno de los anteriores";"Otra forma de tenencia";"No fueron Afectados";"Si"
"392";"1";"83690169";"99524002";"7";"9";"12";"1";6180268,803;10;50;7693023,666;6;"Ninguno de los anteriores";"Otra forma de tenencia";"No fueron Afectados";"Si"
"393";"1";"83690177";"99524002";"7";"1";"9";"1";7849593,4631;21;70;9733085,7848;5;"Ninguno de los anteriores";"Propia";"Incendio";"Si"
"394";"1";"83690193";"99524001";"7";"99";"6";"1";6631048,1283;32;52;11192798,431;5;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"395";"1";"83690194";"99524003";"7";"1";"12";"1";579347,37881;29;96;961793,39178;7;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"396";"1";"83693069";"99524001";"7";"1";"12";"1";1201410,1567;3;13;1925307,9484;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"397";"1";"83693070";"99524001";"7";"1";"12";"1";1194370,8748;3;13;1925581,68;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"398";"1";"83693071";"99524001";"7";"1";"12";"1";1194370,8748;3;13;1925581,68;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"399";"1";"83693072";"99524001";"2";"1";"12";"1";435785,78923;3;13;1154279,1673;4;"Asentamiento indígena";"Propia";"No fueron Afectados";"Si"
"400";"1";"83693073";"99524001";"7";"1";"12";"1";1227829,0775;3;13;1739076,2844;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"401";"1";"83693075";"99524001";"7";"1";"12";"1";1194370,8748;3;13;1925581,68;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"402";"1";"83697005";"99524003";"7";"1";"6";"1";12554439,49;133;247;18435223,943;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"403";"1";"83697016";"99524005";"7";"1";"12";"1";8740,5674908;2;7;82207,656244;5;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"404";"1";"83697019";"99524005";"7";"7";"12";"1";11870158,737;51;147;20910796,41;3;"Ninguno de los anteriores";"Propiedad colectiva";"No fueron Afectados";"Si"
"405";"1";"83697024";"99524005";"7";"1";"9";"1";540493,80176;68;221;9726519,3692;6;"Ninguno de los anteriores";"Propia";"Incendio";"Si"
"406";"1";"83697026";"99524003";"7";"1";"12";"1";5650366,591;51;147;6822131,5195;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"407";"1";"83697028";"99524003";"7";"9";"12";"1";332021,89817;9;28;7528146,2764;5;"Ninguno de los anteriores";"Otra forma de tenencia";"No fueron Afectados";"Si"
"408";"1";"83697032";"99524005";"6";"1";"12";"1";26017,003729;6;21;331838,4535;2;"Territorios de Ocupación Colectiva de Comunidades Negras sin titulación";"Propia";"No fueron Afectados";"Si"
"409";"1";"83697036";"99524005";"6";"1";"12";"1";153050,06009;4;12;617985,23291;5;"Territorios de Ocupación Colectiva de Comunidades Negras sin titulación";"Propia";"No fueron Afectados";"Si"
"410";"1";"83697053";"99524003";"7";"1";"12";"1";2567681,9722;2;10;5607485,1724;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"411";"1";"83697065";"99524003";"7";"1";"6";"1";29113440,878;213;621;34852789,273;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"412";"1";"83697066";"99524003";"7";"1";"10";"1";3378963,6199;4;6;4222688,7274;6;"Ninguno de los anteriores";"Propia";"Plaga";"Si"
"413";"1";"83697067";"99524003";"7";"1";"12";"1";1406675,1545;8;40;12385536,998;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"414";"1";"83697068";"99524003";"7";"1";"12";"1";9382618,2872;2;7;11239586,519;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"415";"1";"83697072";"99524003";"6";"1";"12";"1";26982083,929;63;68;75293305,183;3;"Territorios de Ocupación Colectiva de Comunidades Negras sin titulación";"Propia";"No fueron Afectados";"Si"
"416";"1";"83697083";"99524003";"7";"1";"12";"1";16650,733672;2;7;43681,442115;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"417";"1";"83697091";"99524005";"7";"1";"6";"1";19684838,662;46;75;24234091,009;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"418";"1";"83697094";"99524003";"7";"1";"12";"1";23424768,104;88;127;36508007,537;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"419";"1";"83697099";"99524003";"7";"1";"6";"1";3648836,7581;6;18;7836265,4395;0;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"420";"1";"83697100";"99524003";"7";"1";"6";"1";2131809,0864;4;4;3161813,6796;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"421";"1";"83701697";"99524002";"7";"1";"6";"1";5641839,7397;8;27;7444698,6232;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"422";"1";"83701721";"99524002";"7";"99";"12";"1";34220413,733;85;220;60137158,677;4;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"423";"1";"83701741";"99524002";"7";"1";"6";"2";0;9;47;10198121,065;4;"Ninguno de los anteriores";"Propia";"Sequía";"No"
"424";"1";"83701742";"99001001";"7";"1";"10";"2";0;11;57;12713046,508;5;"Ninguno de los anteriores";"Propia";"Plaga";"No"
"425";"1";"83701743";"99524002";"7";"1";"10";"2";0;3;13;8478417,2423;2;"Ninguno de los anteriores";"Propia";"Plaga";"No"
"426";"1";"83701755";"99524001";"7";"1";"12";"1";3357167,3601;46;350;4471725,4562;9;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"427";"1";"83701756";"99524001";"7";"99";"10";"1";1305845,7759;7;23;1928400,9412;5;"Ninguno de los anteriores";"No sabe";"Plaga";"Si"
"428";"1";"83701759";"99524002";"7";"1";"12";"1";1300860,9428;30;97;11551307,515;5;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"429";"1";"83701770";"99524001";"7";"1";"12";"1";3752974,749;6;17;5215606,264;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"430";"1";"83701772";"99524001";"7";"9";"6";"1";9607987,8421;8;27;17339277,982;2;"Ninguno de los anteriores";"Otra forma de tenencia";"Sequía";"Si"
"431";"1";"83701773";"99524001";"7";"1";"10";"1";13248539,366;8;27;19413419,174;4;"Ninguno de los anteriores";"Propia";"Plaga";"Si"
"432";"1";"83701777";"99524002";"7";"99";"12";"1";24559543,566;84;220;60706523,169;2;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"433";"1";"83701779";"99524002";"7";"1";"12";"1";10488749,804;8;40;14471388,511;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"434";"1";"83701786";"99524001";"7";"1";"12";"1";880548,84291;21;70;34858954,052;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"435";"1";"83701788";"99524002";"7";"1";"12";"2";0;54;152;10175994,577;6;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"436";"1";"83701789";"99524001";"7";"1";"6";"2";0;23;77;2722721,5997;3;"Ninguno de los anteriores";"Propia";"Sequía";"No"
"437";"1";"83707624";"99524003";"7";"1";"12";"1";580640,97931;11;53;4351369,7495;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"438";"1";"83707631";"99524003";"7";"1";"6";"1";7356543,0251;14;37;11263308,825;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"439";"1";"83707632";"99524003";"7";"1";"6";"1";7673832,4182;9;30;11614541,422;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"440";"1";"83707633";"99524003";"7";"1";"6";"1";7327743,1687;9;30;11263954,536;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"441";"1";"83707634";"99524003";"7";"1";"6";"1";7794236,1038;3;13;11279236,749;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"442";"1";"83707636";"99524003";"7";"1";"6";"1";7299185,017;14;37;11264140,78;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"443";"1";"83707638";"99524001";"7";"1";"6";"1";8446325,0635;9;30;11581864,965;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"444";"1";"83707641";"99524001";"7";"1";"6";"1";22319392,288;132;343;29004911,051;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"445";"1";"83707642";"99524001";"7";"1";"6";"1";14092041,791;47;137;17409193,481;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"446";"1";"83707646";"99524001";"7";"1";"6";"1";7923034,7104;116;300;12434399,013;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"447";"1";"83707647";"99524001";"7";"1";"6";"2";0;184;1589;22103677,371;3;"Ninguno de los anteriores";"Propia";"Sequía";"No"
"448";"1";"83707651";"99524001";"7";"1";"6";"1";19794513,032;126;330;26174004,714;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"449";"1";"83707656";"99524001";"7";"1";"6";"1";17140039,305;734;7136;22184602,858;10;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"450";"1";"83707658";"99524003";"7";"1";"6";"1";6791621,7838;79;207;10946974,803;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"451";"1";"83707659";"99524001";"7";"1";"12";"1";66910,094349;5;15;286842,38308;7;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"452";"1";"83707660";"99524001";"7";"1";"6";"1";18753929,131;227;308;38762579,426;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"453";"1";"83707661";"99524001";"7";"1";"12";"1";6075508,0798;90;236;14610090,154;5;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"454";"1";"83707662";"99524003";"7";"1";"12";"1";615629,67013;20;50;1243309,1646;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"455";"1";"83707666";"99524001";"7";"1";"6";"1";28838149,333;195;353;37642131,491;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"456";"1";"83707668";"99524001";"7";"1";"6";"1";1947130,9208;7;20;3537756,744;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"457";"1";"83707669";"99524001";"7";"1";"6";"1";467831,01247;10;50;1132890,4995;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"458";"1";"83707674";"99524001";"7";"1";"6";"1";1948845,7215;4;8;2687442,8377;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"459";"1";"83707677";"99524003";"7";"1";"6";"1";31471,079231;2;7;165431,76511;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"460";"1";"83707679";"99524003";"7";"1";"9";"1";474008,99906;29;97;1129601,183;3;"Ninguno de los anteriores";"Propia";"Incendio";"Si"
"461";"1";"83707680";"99524003";"7";"1";"6";"1";415553,45594;3;13;871155,88088;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"462";"1";"83707683";"99524003";"7";"1";"6";"1";4609,6868121;2;3;114878,46947;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"463";"1";"83707684";"99524003";"7";"1";"6";"1";3899,1875099;1;3;128680,33018;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"464";"1";"83707687";"99524003";"7";"1";"6";"1";313319,31006;2;10;467190,15447;8;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"465";"1";"83707692";"99524003";"7";"1";"6";"1";292873,25243;8;40;576849,11153;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"466";"1";"83707699";"99524003";"7";"1";"9";"1";24715952,42;79;310;41526881,722;9;"Ninguno de los anteriores";"Propia";"Incendio";"Si"
"467";"1";"83707701";"99524001";"7";"1";"6";"1";17804099,919;10;30;27309498,429;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"468";"1";"83707702";"99524003";"7";"1";"6";"1";63473073,094;132;343;99555723,403;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"469";"1";"83707703";"99524001";"7";"1";"6";"1";12849169,637;13;33;15673400,038;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"470";"1";"83707704";"99524001";"7";"1";"6";"1";8721474,8788;2;3;11376585,519;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"471";"1";"83707706";"99524001";"7";"1";"6";"1";12882079,521;18;64;25878987,652;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"472";"1";"83707711";"99524003";"7";"1";"6";"1";924030,53066;3;13;2767887,4975;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"473";"1";"83707713";"99524001";"7";"1";"6";"1";19689712,132;116;300;24232924,48;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"474";"1";"83707714";"99524003";"7";"1";"6";"1";1925256,439;15;40;3043024,5934;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"475";"1";"83707717";"99524003";"7";"1";"6";"1";1464014,9986;18;140;4661295,7825;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"476";"1";"83707718";"99524003";"7";"1";"6";"1";96248,736213;14;37;496843,12879;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"477";"1";"83707720";"99524001";"7";"1";"6";"1";43763953,969;59;180;69220209,829;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"478";"1";"83707721";"99524001";"7";"1";"6";"1";21682811,268;8;40;26132508,289;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"479";"1";"83707722";"99524001";"7";"1";"6";"1";5587471,3173;26;87;11181915,186;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"480";"1";"83707723";"99524001";"7";"1";"6";"1";7899857,3234;80;210;10742224,501;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"481";"1";"83707724";"99524001";"7";"1";"6";"1";8796965,1207;42;110;11211343,256;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"482";"1";"83707725";"99524001";"7";"1";"6";"1";7639390,628;8;40;11112568,205;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"483";"1";"83707726";"99524001";"7";"1";"6";"1";19389198,498;48;137;32227232,24;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"484";"1";"83707731";"99524001";"7";"1";"6";"1";6146702,9389;12;33;8349913,4797;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"485";"1";"83707732";"99524001";"7";"1";"6";"1";10582540,062;30;97;13449769,337;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"486";"1";"83707733";"99524003";"7";"1";"6";"1";249039,23075;5;38;2536985,2367;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"487";"1";"83707734";"99524001";"7";"1";"6";"1";4146415,3618;26;83;5338203,4017;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"488";"1";"83707735";"99524001";"7";"1";"6";"1";10491765,631;57;167;12586872,639;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"489";"1";"83707738";"99524001";"7";"1";"6";"1";21509095,872;6;20;31209318,594;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"490";"1";"83707739";"99524001";"7";"1";"6";"1";249320,4761;173;563;12161455,935;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"491";"1";"83707740";"99524001";"7";"1";"12";"1";33402925,027;779;2735;43028179,592;8;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"492";"1";"83707741";"99524003";"7";"1";"6";"1";83381882,964;284;923;107531144,2;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"493";"1";"83707743";"99524001";"7";"1";"6";"1";8327796,9139;24;36;12490685,858;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"494";"1";"83707745";"99524003";"7";"1";"6";"1";36852,657588;6;20;300908,62571;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"495";"1";"83707746";"99524001";"7";"1";"6";"1";13589923,42;53;341;24499678,311;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"496";"1";"83707747";"99524001";"7";"1";"6";"1";39788287,085;47;137;49338602,69;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"497";"1";"83707749";"99524001";"7";"1";"6";"1";4521738,8272;50;147;8888412,8911;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"498";"1";"83707752";"99524001";"7";"1";"12";"1";6688136,689;50;130;11580845,622;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"499";"1";"83734601";"99524002";"7";"1";"12";"1";8337177,6922;8;27;11459038,506;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"500";"1";"83734602";"99524001";"7";"1";"12";"2";0;33;123;6784901,8049;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"501";"1";"83734603";"99524001";"7";"1";"10";"1";26818,544137;29;59;12254220,648;3;"Ninguno de los anteriores";"Propia";"Plaga";"Si"
"502";"1";"83734606";"99524001";"7";"1";"12";"2";0;14;37;8666429,6809;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"503";"1";"83734607";"99524001";"7";"1";"6";"2";0;52;150;26098905,616;1;"Ninguno de los anteriores";"Propia";"Sequía";"No"
"504";"1";"83734613";"99524003";"7";"1";"10";"1";5757398,1733;94;246;8827762,3913;3;"Ninguno de los anteriores";"Propia";"Plaga";"Si"
"505";"1";"83734621";"99524002";"7";"1";"12";"1";2976318,5638;5;17;5346991,6288;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"506";"1";"83734622";"99524001";"7";"1";"6";"1";402112,93328;25;83;3571378,4183;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"507";"1";"83734713";"99524001";"7";"1";"6";"1";7730253,4934;25;83;10423100,296;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"508";"1";"83734714";"99524001";"7";"1";"6";"1";4134723,243;7;20;6254367,0519;7;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"509";"1";"83734717";"99524001";"7";"1";"6";"1";31155404,985;95;246;43399370,482;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"510";"1";"83734718";"99524001";"7";"1";"6";"1";32032349,038;66;510;40371960,445;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"511";"1";"83734724";"99524001";"7";"1";"6";"1";8897332,7152;47;137;11249457,88;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"512";"1";"83734738";"99524001";"7";"1";"6";"1";4824461,8124;25;83;6749259,6374;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"513";"1";"83734739";"99524001";"7";"1";"6";"1";15359991,791;21;70;27901193,058;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"514";"1";"83734740";"99524001";"7";"1";"6";"1";7823599,3641;3;13;10745535,695;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"515";"1";"83734744";"99524001";"7";"1";"6";"1";107468913,85;84;220;211469165,76;8;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"516";"1";"83734748";"99524001";"7";"1";"6";"1";7578012,5341;2;10;9411220,7325;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"517";"1";"83734749";"99524001";"7";"7";"6";"1";1632457,3959;139;366;12270820,296;5;"Ninguno de los anteriores";"Propiedad colectiva";"Sequía";"Si"
"518";"1";"83734750";"99524001";"7";"1";"6";"1";45274735,228;21;70;67360050,217;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"519";"1";"83734761";"99524001";"7";"1";"6";"1";10441927,455;9;30;14476528,551;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"520";"1";"83734763";"99524003";"7";"99";"6";"1";8026952,114;50;143;12489664,363;1;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"521";"1";"83563289";"99624008";"2";"7";"12";"1";228,86550826;1;3;73305,398769;3;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"522";"1";"83563295";"99624008";"2";"7";"12";"1";3573,6607602;5;17;13163,984612;3;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"523";"1";"83563298";"99624005";"2";"8";"10";"1";506,32804923;7;23;17391,6912;8;"Asentamiento indígena";"Adjudicatario o comunero";"Plaga";"Si"
"524";"1";"83698403";"99624005";"2";"8";"6";"1";1932,192578;8;40;15734,250227;4;"Asentamiento indígena";"Adjudicatario o comunero";"Sequía";"Si"
"525";"1";"83698522";"99624008";"2";"7";"6";"2";0;12;47;92048,413717;8;"Asentamiento indígena";"Propiedad colectiva";"Sequía";"No"
"526";"1";"83698523";"99624005";"2";"7";"12";"1";208,93255924;14;19;3772,9653308;2;"Asentamiento indígena";"Propiedad colectiva";"No fueron Afectados";"Si"
"527";"1";"83698524";"99624005";"2";"8";"6";"1";12366,216477;30;62;143660,76187;5;"Asentamiento indígena";"Adjudicatario o comunero";"Sequía";"Si"
"528";"1";"83698525";"99624008";"2";"8";"6";"1";3718,9707163;6;17;14087,293572;19;"Asentamiento indígena";"Adjudicatario o comunero";"Sequía";"Si"
"529";"1";"83698526";"99524005";"7";"99";"12";"1";119928,5267;1;3;2343886,2403;5;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"530";"1";"83698528";"99624008";"2";"7";"7";"1";286348,95157;92;240;365778,03668;3;"Asentamiento indígena";"Propiedad colectiva";"Vientos fuertes";"Si"
"531";"1";"1729082";"99624001";"7";"2";"12";"1";44723693,685;342;1482;111377351,32;4;"Ninguno de los anteriores";"Arriendo";"No fueron Afectados";"Si"
